,0
0,2
1,2
2,2
3,0
4,3
5,0
6,3
7,1
8,2
9,0
10,3
11,1
12,0
13,3
14,2
15,1
16,1
17,3
18,3
19,3
20,0
21,1
22,3
23,2
24,3
25,3
26,2
27,3
28,1
29,0
30,2
31,0
32,2
33,0
34,1
35,1
36,3
37,0
38,1
39,3
40,1
41,1
42,0
43,3
44,0
45,3
46,2
47,3
48,3
49,3
50,3
51,3
52,1
53,0
54,0
55,1
56,2
57,1
58,3
59,3
60,3
61,0
62,1
63,2
64,3
65,3
66,0
67,3
68,1
69,0
70,0
71,3
72,1
73,1
74,1
75,0
76,3
77,1
78,1
79,1
80,1
81,3
82,1
83,0
84,0
85,3
86,2
87,1
88,2
89,1
90,1
91,3
92,1
93,0
94,3
95,2
96,1
97,2
98,0
99,3
100,1
101,2
102,1
103,3
104,1
105,2
106,0
107,2
108,3
109,3
110,1
111,3
112,0
113,0
114,0
115,3
116,0
117,0
118,1
119,1
120,0
121,3
122,3
123,0
124,3
125,2
126,1
127,3
128,1
129,1
130,1
131,1
132,0
133,2
134,2
135,0
136,3
137,2
138,0
139,0
140,2
141,2
142,0
143,2
144,2
145,0
146,3
147,2
148,1
149,2
150,0
151,3
152,1
153,3
154,0
155,1
156,0
157,3
158,3
159,3
160,0
161,0
162,1
163,3
164,3
165,2
166,0
167,0
168,0
169,0
170,0
171,1
172,0
173,3
174,3
175,3
176,2
177,1
178,3
179,0
180,1
181,3
182,0
183,2
184,0
185,3
186,0
187,1
188,1
189,2
190,2
191,3
192,3
193,3
194,1
195,1
196,2
197,1
198,1
199,1
200,2
201,0
202,3
203,3
204,3
205,3
206,0
207,3
208,0
209,0
210,1
211,3
212,3
213,1
214,2
215,0
216,1
217,3
218,0
219,0
220,1
221,0
222,2
223,1
224,1
225,1
226,0
227,0
228,2
229,2
230,0
231,3
232,0
233,0
234,2
235,1
236,0
237,0
238,1
239,2
240,3
241,0
242,1
243,0
244,1
245,0
246,2
247,3
248,0
249,1
250,0
251,3
252,3
253,0
254,3
255,3
256,1
257,2
258,2
259,0
260,2
261,0
262,2
263,2
264,0
265,3
266,3
267,0
268,0
269,0
270,1
271,3
272,2
273,2
274,0
275,1
276,0
277,1
278,1
279,2
280,2
281,3
282,3
283,0
284,0
285,0
286,0
287,1
288,1
289,1
290,1
291,3
292,2
293,2
294,1
295,3
296,1
297,3
298,1
299,3
300,2
301,1
302,3
303,2
304,0
305,2
306,1
307,1
308,2
309,0
310,0
311,1
312,0
313,1
314,1
315,3
316,0
317,2
318,3
319,0
320,2
321,1
322,3
323,2
324,3
325,1
326,0
327,2
328,3
329,2
330,0
331,0
332,2
333,2
334,2
335,1
336,3
337,1
338,2
339,3
340,3
341,2
342,2
343,0
344,0
345,0
346,0
347,3
348,3
349,1
350,0
351,0
352,0
353,1
354,1
355,0
356,3
357,2
358,2
359,1
360,3
361,0
362,1
363,3
364,1
365,0
366,3
367,0
368,0
369,2
370,3
371,2
372,3
373,3
374,2
375,1
376,3
377,0
378,3
379,1
380,3
381,3
382,0
383,3
384,2
385,1
386,0
387,1
388,2
389,0
390,3
391,2
392,1
393,2
394,3
395,2
396,3
397,1
398,1
399,1
400,2
401,1
402,0
403,0
404,3
405,3
406,2
407,3
408,3
409,3
410,2
411,2
412,3
413,3
414,3
415,1
416,0
417,1
418,3
419,0
420,1
421,1
422,1
423,0
424,0
425,1
426,0
427,0
428,0
429,0
430,0
431,2
432,3
433,3
434,3
435,2
436,2
437,3
438,1
439,1
440,1
441,0
442,0
443,1
444,3
445,2
446,1
447,3
448,0
449,2
450,2
451,1
452,0
453,0
454,0
455,1
456,0
457,1
458,2
459,0
460,1
461,0
462,0
463,1
464,0
465,1
466,0
467,3
468,2
469,2
470,3
471,3
472,1
473,1
474,1
475,3
476,1
477,1
478,2
479,3
480,2
481,1
482,0
483,2
484,0
485,0
486,2
487,0
488,2
489,0
490,2
491,1
492,2
493,2
494,0
495,0
496,0
497,1
498,0
499,2
