,0
0,1.2313852550627244
1,0.41434367554592033
2,1.2975330685452544
3,0.4837238699535835
4,0.430570636433103
5,0.7572950812522758
6,0.5435003897485408
7,0.7378968954372982
8,0.7247240854788835
9,0.5467668651256651
10,0.5883624767509299
11,1.4075653656188052
12,1.334912668899171
13,0.5896030843420035
14,0.769765545504232
15,0.5121311844847656
16,0.5467319400789146
17,0.456769519224685
18,0.3304788916586966
19,0.6505713279526657
20,0.3564678831057476
21,0.3695261409405472
22,0.3370345618338081
23,0.5028130181487541
24,0.48806524228823683
25,0.30656100253719143
26,1.4041446532582353
27,0.661132204683796
28,0.2871012977527271
29,0.6708274927744227
30,1.4438687242355903
31,0.5461096216221237
32,0.21118601978079088
33,0.5557794398982514
34,1.2115639096650386
35,0.655491767712087
36,1.3387060672910738
37,0.31458896862349545
38,0.22771298075668578
39,0.6615489712667241
40,0.4075062114605703
41,0.3582802483060618
42,0.20073258655760884
43,0.6540864519489084
44,0.6890772395234543
45,0.2357542980349339
46,0.6785135055938973
47,1.057529266404014
48,1.5059130438039157
49,0.3851087544393504
50,0.44188296827188395
51,0.5901743855788233
52,0.6897206549589067
53,0.3087074295393196
54,0.21359771754937354
55,0.4746370232244293
56,1.2922425534466477
57,0.333082455408925
58,0.3774287165218629
59,0.6136727576856784
60,0.24397480371696204
61,0.5604256904656444
62,1.382750966796791
63,0.24933729891145953
64,1.3719697290545245
65,0.4943260384084365
66,0.4865839624597011
67,0.5746579983329543
68,0.5500017876486233
69,0.729644308434432
70,0.3726061270106098
71,0.6770671918556883
72,0.21789122495076618
73,0.36109512611391104
74,0.670515277772064
75,1.1924780687677656
76,1.4784803613182402
77,0.2060273956037792
78,0.2197997481427445
79,0.5515652672837194
80,0.7398422436918439
81,0.44700287267167005
82,0.7986487586396716
83,0.21362865226857164
84,0.3347201174343033
85,0.3594022405364786
86,1.091063441511321
87,0.4768194416099661
88,1.470936228290511
89,0.5852039511064523
90,0.41558170185365884
91,0.22597133233852165
92,1.266905496730445
93,0.567725479561117
94,0.26477547047413336
95,0.760197267499729
96,0.273705163820096
97,0.445829441265017
98,0.6816094954165941
99,1.327060219401322
100,0.5034414186036424
101,0.49454999680754025
102,0.5076197481839189
103,0.4249652192822187
104,0.5354072774573413
105,0.7139225475330524
106,0.34727036553677737
107,0.652518758513512
108,1.1874618819720828
109,0.509835152785158
110,0.24546057808600646
111,0.6675810263919617
112,1.0096740823693924
113,0.5040023905272774
114,0.727527571083729
115,0.3588138477160202
116,0.4452400080822836
117,0.47864511735628595
118,1.5744711674506613
119,1.516292550324016
120,0.5132805656167889
121,0.7451828569476635
122,0.31730712416080015
123,0.7724843315668719
124,0.6727320542448325
125,0.7378790189152442
126,0.29057088654926166
127,0.749701555026294
128,0.584021437522134
129,0.6984756874439404
130,0.612510265567699
131,0.6300771533942874
132,1.4070944541715107
133,0.7826838572074122
134,1.0432664310011528
135,0.51420767780859
136,0.595709600155615
137,0.21044848429301893
138,0.6306233003632165
139,0.447879920027218
140,0.695427546960735
141,0.4904173795946041
142,0.20342440646510856
143,1.0663781100316692
144,1.4537160432058118
145,1.0031158024429703
146,0.29857482495831655
147,0.3652122115393609
148,0.33685780927544406
149,0.6308928342938127
150,0.3838247451055925
151,0.281385387278766
152,0.7815670997310165
153,0.500240958748826
154,1.2575985706681465
155,1.0813047871005854
156,0.314074414931489
157,0.7828693217735452
158,0.45972274585310724
159,0.5268481210797313
160,0.6752948627046138
161,1.5830620504496338
162,1.0512953086159735
163,0.3906926335161501
164,0.6843673892037834
165,1.4605054645946376
166,0.6556685179667819
167,0.4751195243237991
168,0.702944771249044
169,0.5396194446585878
170,0.5330258661367083
171,0.2238710286654253
172,0.7648983297640719
173,0.4084162910191722
174,0.3538619069524741
175,1.2026474638268059
176,0.3354415697259133
177,0.4915804217543497
178,1.4096165286739115
179,0.5670388147203501
180,1.4642820231776934
181,0.5458071719530381
182,1.3480307621605514
183,0.34648563011157685
184,0.2417899933089367
185,0.6276167578611003
186,0.6543402253114334
187,1.1631625972719166
188,0.49152638670084586
189,0.6931942189144551
190,1.5661134855251997
191,1.3620038054807373
192,0.2235180050600576
193,0.22348684149044273
194,0.3525833379628577
195,0.5536623472733869
196,0.3810951626069584
197,0.31960427992266915
198,0.3363569704519048
199,0.32137699224759697
200,0.5689589357910234
201,0.4638667142658708
202,0.7368666049487058
203,1.5754514742068564
204,0.29479443837733754
205,1.2811967365107373
206,0.4272126273738836
207,0.6774215237636276
208,0.662509431078819
209,0.38331418688320934
210,1.0317980408931993
211,0.7705727512553961
212,0.3014117326162454
213,0.4607678813774435
214,0.21154086057347835
215,0.5360844834561331
216,0.4843623645132286
217,0.7234963664914262
218,0.3937472378523631
219,0.6176999649488146
220,1.0132698649637775
221,0.44017574400890985
222,0.6320026598223671
223,0.2665888857002333
224,0.423918974359737
225,0.6036451041267747
226,1.3252785186709528
227,0.542002389673689
228,1.5681457955290377
229,0.7351501267664118
230,0.7665593289722936
231,0.7390175464798407
232,0.727652993227949
233,0.24029078501600784
234,1.073947083076906
235,1.1763480958253376
236,1.03707718267959
237,0.667325104577706
238,0.6452214868629176
239,0.22853096813891677
240,1.3258813785410295
241,0.24031901725662255
242,1.0197350587012486
243,0.24922196734353314
244,0.5897488760868871
245,0.28770907704233495
246,0.524696864457301
247,0.5455234329226721
248,0.27890676218994437
249,1.1039391746114797
250,0.32535959056703456
251,0.28067382367911425
252,0.7089564696337123
253,0.5679653525999604
254,0.7504394273938246
255,1.3683688048520672
256,0.6296800344212025
257,0.7965133538349431
258,0.26962882999527377
259,0.7717034119039075
260,0.49862055865705457
261,0.484012164642485
262,1.2038950023663388
263,0.4215187212175748
264,0.5212133069108635
265,0.4181372747623777
266,0.5293236968404007
267,0.5698306359812522
268,0.6159961364806421
269,0.5956633301324077
270,1.3133781962260742
271,1.3572593062272251
272,0.4796447084726575
273,0.7551823535175479
274,0.45854950550918905
275,0.5926353971908973
276,1.3357577742581526
277,0.664246472584005
278,0.38996754799141836
279,0.6256620615508471
280,0.37526122936031603
281,1.2690940726550242
282,0.7856292825534841
283,0.3178018733361619
284,1.4743494163574202
285,1.2083736734030428
286,0.31817546323691903
287,0.5620534031116102
288,0.5285616540828896
289,0.20459918549307213
290,1.436670804161997
291,0.5090525001665404
292,0.5070330311137854
293,0.6689054759154274
294,0.6675595626692061
295,0.5589289801898266
296,0.4839491356863405
297,0.3108063858202001
298,0.4646841401530173
299,0.20606739222641374
300,0.5966032451582932
301,1.2594737711059274
302,0.4575210689696249
303,0.7166232167292783
304,0.6241268651662336
305,0.660415926390058
306,0.7992031351618867
307,0.38795561629732767
308,0.4332181587142446
309,0.5542959339246097
310,0.64430347301539
311,0.6164401178754179
312,0.5975654941880459
313,1.0057029733361764
314,0.21497445146287875
315,0.4996687097128839
316,0.4668181164044779
317,0.6873479010498236
318,0.7083643845660306
319,0.6933393329253231
320,0.5403895350157182
321,0.7722932970139502
322,0.27137807216620835
323,0.5340940656271377
324,0.3065401596063364
325,1.2764313710382549
326,0.6419353088319237
327,0.5042477606025573
328,0.7831461685188723
329,0.42633903058754546
330,0.5244641177947807
331,0.3131175268534334
332,0.712189091827673
333,0.48059369811060637
334,0.3736649998177187
335,0.7933146108479399
336,0.6684752354632486
337,0.7011362907392209
338,0.5679806331875155
339,0.4313571402774768
340,1.3899205482575767
341,0.7167444563411953
342,0.38535184901966313
343,1.1241522239488924
344,0.7845543191553075
345,0.5492658731047299
346,1.0888987468110933
347,0.5300840875732231
348,1.2584416601444848
349,0.6214402124030955
350,0.7014849801486722
351,1.168608427372285
352,0.44839404820989687
353,0.686293503926523
354,0.602137509978495
355,0.6621014127106376
356,1.1795586327738448
357,0.7194394178787396
358,1.5276544691565879
359,0.6374086261260737
360,0.3141132588933665
361,0.30635105643184374
362,0.3786075527714779
363,1.2028618372054505
364,1.334721380554873
365,0.5384343990509667
366,0.49906114411127017
367,0.5143134916814218
368,0.2769438433730699
369,0.35774375315640206
370,1.1049771967686244
371,1.260801420621548
372,1.1692002945888358
373,0.651881381934096
374,0.567943286796205
375,1.0759149505219436
376,0.36867997561450483
377,0.24343422031814824
378,0.26847831943380684
379,0.6762201527316452
380,1.564484730046031
381,1.4752259789513196
382,0.5091465435772121
383,1.1372266942379214
384,0.6203945308737351
385,0.6660854653807644
386,0.7192077376831736
387,0.28498519597422467
388,0.4990595333051953
389,0.7485489551113871
390,0.7026567981572203
391,0.34571033805733864
392,0.3659599441107296
393,1.2512043133290323
394,0.4874075240498962
395,1.2770596952003939
396,0.22064172987017477
397,0.48645549591100745
398,1.3841993208211292
399,1.0455643329632487
400,0.20350151424749088
401,0.5260126286258457
402,1.3887091926607962
403,0.5621139705581454
404,0.6592664365911406
405,0.40698960739961954
406,1.3699350842873401
407,0.2985995897136575
408,0.6557867631090949
409,0.3079974754824447
410,0.6194855598490998
411,0.24938112489462588
412,0.6602125571761341
413,1.596064871223862
414,0.7261946765980667
415,0.30820487694347626
416,0.5645431380313115
417,0.6263137610169285
418,0.7914460280199083
419,1.2026377079716497
420,0.26092628140002005
421,0.2972208583209834
422,1.1539337709671516
423,1.5151366004427507
424,0.39321337691450464
425,0.21091684035262573
426,0.41917600235995606
427,0.5992168501835893
428,0.27340806462124073
429,0.5889656616666672
430,0.6756219818082234
431,1.5672263830353808
432,0.46733660489245404
433,1.490243411470181
434,0.34708395220332067
435,1.091166673742918
436,1.137945983802949
437,0.5043752018553824
438,0.4207439050388133
439,0.6518002376970033
440,1.3591149368094313
441,0.2991948797832965
442,1.0145153389357946
443,0.42842687469474183
444,0.4696902973104525
445,0.4620040364147925
446,0.20173772151505537
447,1.4670462395351902
448,0.792444806226416
449,0.7287512195905703
450,0.6046445519463625
451,0.643325862029944
452,0.7625782680112574
453,0.7674048190636469
454,1.279720335325629
455,0.712449338137906
456,1.180758446595456
457,0.6892352804755484
458,0.29963284338055357
459,0.4593999945732268
460,0.29711075867145786
461,0.7444038836108979
462,0.24226889730401735
463,1.3294152072208776
464,0.6969161859706399
465,0.27406039104236546
466,1.028068798419481
467,0.49988549157178913
468,0.313000910490469
469,0.38805758147319913
470,0.686927745400663
471,1.1292399258061332
472,0.44194304546537827
473,0.46586165808564484
474,1.2339409265719492
475,0.6250170221192539
476,0.6733596454149464
477,0.34200952404135754
478,0.3713613039039395
479,0.5135402876734264
480,0.34207746926947474
481,1.1443270706230282
482,1.0198845312112244
483,0.5098880719308119
484,0.7584985824886934
485,0.5967924914411908
486,0.7498800052133134
487,0.22697691157413338
488,0.44258222666948865
489,0.31345555167263295
490,0.6253406344726015
491,0.34186046117138236
492,0.7825551194182396
493,0.775259954941657
494,0.2649996775615213
495,0.2043787417293983
496,0.34655908376487443
497,0.30392610582924995
498,0.34944076812442637
499,0.7580248605241604
